,Compound ID,"DC50 (nM, Degradation of BCL2 in 293T cells after 16 h treatment)",Article DOI,Target Warhead File,Ligase Warhead File,Target,Ligase,"DC50 (nM, Degradation of BCL-xL in MOLT-4 cells after 16 h treatment)","EC50 (nM, Inhibit viability of MOLT-4 cells)","DC50 (nM,Degradation of BCL-xL in MOLT-4 cells after 16 h treatment)","DC50 (nM, Degradation of BCL-xL in 293T cells after 16 h treatment)","DC50 (nM, Degradation of BRD4 BD1 assessed by EGFP/mCherry reporter assay, 5 hr)","EC50 (nM, EC50 of BRD4 BD1/2 was tested by TR-FRET)","Ki (nM, Binding affinity of BRD4 BD1)","DC50 (nM, Degradation of BRD4 BD2 assessed by EGFP/mCherry reporter assay, 5 hr)","Ki (nM, Binding affinity of BRD4 BD2)","IC50 (nM, Inhibit proliferation of MCF-7 cells)","IC50 (nM, Inhibit proliferation of PC-3 cells)","DC50 (nM, Degradation of CDK9 in PC-3 cells after 24 h treatment)","IC50 (nM, Inhibit growth of MDA-MB-468 cells)","IC50 (nM, Inhibit growth of BT-549 cells)","IC50 (nM, Inhibit growth of MDA-MB-231 cells)","IC50 (nM, Inhibit cell proliferation of 22RV1 cells)","DC50 (nM, Degradation of CDK9 in 22RV1 cells after 12 h treatment)","DC50 (nM, Degradation of CDK9 in MOLM-13 cells)","IC50 (nM, Inhibition of cell proliferation of Molm13 cells)","DC50 (nM, Degradation of EGFR L858R/T790M in H1975 cells after 16h treatment)","IC50 (nM, Inhibit proliferation of H1975 cells)","IC50 (nM, Inhibit proliferation of H1975 (EGFR L858R/T790M) cells)","DC50 (nM, Degradation of EGFR L858R/T790M in H1975 cells after 48 h treatment)","Dmax (%, Degradation of EGFR L858R/T790M in H1975 cells after 48 h treatment)","IC50 (nM, Inhibit proliferation of HCT116 cells)","IC50 (nM, Inhibit proliferation of SU-DHL-6 cells)","Percent degradation (%, EGFR L858R/T790M degradation in H1975 cells after 24 h treatment at 10 nM)","Percent degradation (%, EGFR L858R/T790M degradation in H1975 cells after 24 h treatment at 100 nM)","Percent degradation (%, EGFR L858R/T790M degradation in H1975 cells after 24 h treatment at 1000 nM)","DC50 (nM, Degradation of FAK in PC3 cells after 24 h treatment)","DC50 (nM, Degradation of FAK in A549 cells after 24 h treatment)","DC50 (nM, Degradation of HDAC8 in MDA-MB-231 cells after 24 h treatment)","DC50 (nM, Degradation of HDAC8 in T-cell leukemia Jurkat cells after 24 h treatment) ","Percent Degradation (%, Degradation of HDAC8 in T-cell leukemia Jurkat cells after 24 h treatment)","DC50 (nM, Degradation of HDAC8 in A549 cells)","DC50 (nM, Degradation of HDAC8 in HCT-116 cells after 10 h treatment)","DC50 (nM, Degradation of SMARCA2 HiBiT in HT1080 cells after 6 h treatment)","DC50 (nM, Degradation of SMARCA2 in MV-4-11 cells after 18 h treatment)","Kd (nM, Protac to E3, SPR)","IC50 (nM, SMARCA2 TR-FRET)","IC50 (nM, SMARCA2, AlphaLISA)","IC50 (nM, Ternary complex, TR-FRET)","IC50 (nM, Ternary complex, AlphaLISA) ","Kd (nM, SPR in SMARCA2 BD)","Ki (nM, Protac to E3, FP)","Ki (nM, Ternary complex, FP)","DC50 (nM, Degradation of SMARCA2 in A549 cells)","DC50 (nM, Degradation of SMARCA4 in MV-4-11 cells after 18 h treatment)","Dmax (%, Degradation of SMARCA4 in MV-4-11 cells after 18 h treatment)","Ki (nM, Protac to E3, PF)","IC50 (nM, IC50 of SMARCA4 BD was tested by TR-FRET)","IC50 (nM, IC50 of SMARCA4 BD was tested by AlphaLISA)","Kd (nM, SPR in SMARCA4 BD)","IC50 (nM, TR-FRET)","IC50 (nM, AlphaLISA)","Ki (nM, Ternary complex, PF)","DC50 (nM, Degradation of SMARCA4 in A549 cells)","DC50 (nM, Degradation of WDR5-HiBiT in MV4-11 (WDR5-HiBiT) cells after 24 h treatment)","Dmax (%, Degradation of WDR5-HiBiT in MV4-11 (WDR5-HiBiT) cells after 24 h treatment)","DC50 (nM, Degradation of WDR5 in MV4;11 cells after 18 h treatment)","DC50 (nM, Degradation of WDR5 in MIA PaCa-2 cells after 18 h treatment) ",Dmax (% Degradation of WDR5 in MV4;11 cells after 18 h treatment),Dmax (% Degradation of WDR5 in MIA PaCa-2 cells after 18 h treatment),"GI50 (nM, Inhibit growth of MV4;11","GI50 (nM, Inhibit growth of EOL-1 cells)","GI50 (nM, Inhibit growth of MOLM13 cells)","Kd (nM, Protac to E3, ITC)","Kd (nM, Ternary complex, ITC)","Activity, (True/False, reducing WDR5 protein levels in MIA PaCa 2 cells at 0.1 uM by western blotting)","Kd, (nM, Binding affinity to VHL)","Kd, (nM, Binding affinity to WDR5)","DC50, (nM, MIA PaCa-2 Cells)","GI50, (uM, MIA PaCa-2 Cells)",CrippenClogP,CrippenMR,exactmw,tpsa,NumRotatableBonds,NumHeavyAtoms,lipinskiHBD,lipinskiHBA,Target CrippenClogP,Target CrippenMR,Target exactmw,Target tpsa,Target NumRotatableBonds,Target NumHeavyAtoms,Target lipinskiHBD,Target lipinskiHBA,Ligase CrippenClogP,Ligase CrippenMR,Ligase exactmw,Ligase tpsa,Ligase NumRotatableBonds,Ligase NumHeavyAtoms,Ligase lipinskiHBD,Ligase lipinskiHBA,Linker CrippenClogP,Linker CrippenMR,Linker exactmw,Linker tpsa,Linker NumRotatableBonds,Linker NumHeavyAtoms,Linker lipinskiHBD,Linker lipinskiHBA,LGFE,Ligase LGFE,Target LGFE,Linker LGFE,Target_COM_Dist,Ligase_COM_Dist,Restr_RMSD,Ref Ligase LGFE,Ref Target LGFE,Ref_Target_LGFE,Ref_Ligase_LGFE,LGFE_min,LGFE_argmin,LGFE_boltz,LGFE_min_PGFE,Target_LGFE_min,Ligase_LGFE_min,Linker_LGFE_min,LWCOMDist_LGFEmin,TWCOMDist_LGFEmin,Restr_RMSD_LGFEmin,Ligase_LGFE/COMDist,Target_LGFE/COMDist,Delta_Target,Delta_Ligase,LGFE+PGFE,LGFE+PGFE_min,LGFE+PGFE_argmin,LGFE+PGFE_boltz,Target_LGFE+PGFE_min,Ligase_LGFE+PGFE_min,Linker_LGFE+PGFE_min,Restr_RMSD_argmin,Target_Restr_RMSD_min,Ligase_Restr_RMSD_min,Linker_Restr_RMSD_min,Warheads_LGFE_boltz,LGFE_linker/nrot_boltz,RTlnZdihe,Linker RTlnZdihe,RTlnP,logZdihe,Linker logZdihe
2,3215,179.89999,10.1038/s41467-021-27210-x,bcl2_core3_warhead.sdf,vhl_core2_warhead.sdf,bcl2,vhl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.46,426.04,1628.66,267.14,30,111,8,22,3.47,272.89,1060.39,147.23,18,71,6,13,2.42,127.41,472.21,111.63,7,33,3,8,1.57,25.74,96.06,8.28,5,7,-1,1,"[ -8.14 -12.02 -10.18  -0.54  -1.02  -4.12 -14.89  -1.74  -3.38  -6.76
  -1.76  -8.72  -4.73  -9.54  -3.54  -6.47   1.75  -1.15  -7.69  -6.48]","[-4.33 -5.64 -5.82 -4.65 -4.94 -1.98 -5.84 -4.73 -3.85 -3.91  0.43 -3.83
 -7.45 -2.58 -3.2  -2.79 -1.85 -2.31 -4.76 -3.59]","[-4.03 -6.9  -5.04  4.58  4.76 -0.58 -8.95  5.06  2.67 -4.07 -1.34 -5.33
  2.63 -5.63  0.12 -3.75 -0.91  0.4  -2.34 -3.61]","[ 0.22  0.52  0.69 -0.47 -0.83 -1.56 -0.1  -2.07 -2.2   1.22 -0.85  0.44
  0.08 -1.33 -0.45  0.07  4.51  0.77 -0.59  0.72]","[ 5.35  5.4   2.79  5.72  7.29 12.07  1.8   9.26  8.64  9.69  6.45  6.02
 10.13  6.59  7.88 10.67 10.76  8.92  4.35  9.12]","[ 4.81  5.35  5.9   4.93  4.45  3.61  5.84  3.01  3.84  4.77 11.13  6.55
  3.43  7.6   5.56  6.33  9.69 11.43  9.48 13.61]","[3.21 3.3  2.83 4.51 5.1  4.83 2.7  4.1  4.96 4.59 6.09 4.03 4.42 3.96
 4.53 5.25 5.84 6.49 5.99 7.54]",-10.853,-19.496,-19.496,-10.853,-14.89,6,-14.863301178320139,-8.14,-8.95,-5.84,-0.1,5.84,1.8,2.7,-1.0,-4.972222222222221,10.546,5.013,"[-17.01 -22.49 -18.83 -15.46 -13.5  -16.39 -26.58 -12.64 -13.21 -24.05
 -17.56 -21.77 -15.46 -20.1  -13.08 -22.95 -12.86 -15.46 -21.87 -20.05]",-26.58,6,-26.52695410868105,-8.95,-5.84,-0.1,6,-8.95,-5.84,-0.1,-14.732053964553472,-14.760308587081907,24.95329850015803,4.1588830833596715,2.169035157600391,18.06179973983887,1.806179973983887
3,3216,54.0,10.1038/s41467-021-27210-x,bcl2_core3_warhead.sdf,vhl_core2_warhead.sdf,bcl2,vhl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.85,430.66,1642.67,267.14,31,112,8,22,3.47,272.89,1060.39,147.23,18,71,6,13,2.42,127.41,472.21,111.63,7,33,3,8,1.96,30.36,110.07,8.28,6,8,-1,1,"[ -8.34  -9.32 -10.73  -4.84  15.74  -5.41 -13.52 -10.41  -1.42  -7.26
   5.51 -10.02 -11.03  -6.38  -7.66  -6.84  12.37  -7.8  -10.96  -5.62]","[-4.65 -6.39 -3.75 -1.97 -4.18 -4.71 -4.61 -4.38 -3.1  -5.9  -2.44 -4.26
 -5.66 -5.14 -6.47 -2.13 -2.09 -1.12 -6.64 -3.  ]","[-4.08 -3.05 -7.44 -2.53 18.69  0.68 -9.38 -4.37  4.15 -1.61  8.58 -3.93
 -3.65 -2.1   0.88 -4.03  5.51 -5.26 -4.63 -3.9 ]","[ 0.38  0.12  0.47 -0.34  1.23 -1.37  0.47 -1.67 -2.47  0.25 -0.64 -1.83
 -1.72  0.86 -2.08 -0.67  8.95 -1.43  0.31  1.28]","[ 8.06  6.4   2.67 11.65  6.62 12.79  1.82  6.72  9.41 12.7   8.08  6.31
  5.99  9.41 10.74  8.59  8.45  8.09  6.85 10.02]","[ 6.16  4.63 10.73 27.74  3.97  3.61  6.49  4.43  4.06  4.94  4.72  4.33
  3.17  3.51  2.77  8.89  8.63 19.3   4.1  11.64]","[ 7.21  5.6   4.95 12.94  5.52  5.87  3.25  6.87  5.43  5.09  5.73  6.01
  5.84  6.64  4.5   5.97  5.1   9.11  6.35  7.35]",-10.853,-19.496,-19.496,-10.853,-13.52,6,-13.390944766492176,-8.34,-9.38,-4.61,0.47,6.49,1.82,3.25,-0.7103235747303545,-5.153846153846154,10.115999999999998,6.242999999999999,"[-17.21 -19.79 -19.38 -19.76   3.26 -17.68 -25.21 -21.31 -11.25 -24.55
 -10.29 -23.07 -21.76 -16.94 -17.2  -23.32  -2.24 -22.11 -25.14 -19.19]",-25.21,6,-25.01044198308305,-9.38,-4.61,0.47,6,-9.38,-4.61,0.47,-13.92916572125264,-13.84751000298064,25.78507511682996,4.990659700031606,2.707840069360998,18.663859731166834,2.1674159687806642
4,3217,316.20001,10.1038/s41467-021-27210-x,bcl2_core3_warhead.sdf,vhl_core2_warhead.sdf,bcl2,vhl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.24,435.28,1656.69,267.14,32,113,8,22,3.47,272.89,1060.39,147.23,18,71,6,13,2.42,127.41,472.21,111.63,7,33,3,8,2.35,34.97,124.09,8.28,7,9,-1,1,"[-10.09 -10.72 -12.18  -5.47  -6.6   -8.09 -10.42  -8.79  -4.82  -6.86
  -3.51  -9.87 -10.82  -7.98  -4.71  -5.95  28.77  -9.66  -7.62 -10.12]","[-3.61 -6.78 -7.   -3.53 -4.59 -4.   -5.25 -5.38 -4.61 -4.08 -2.17 -7.08
 -3.71 -4.07 -4.51 -4.57  0.3  -3.71 -4.7  -5.25]","[-7.55 -4.22 -5.7  -1.76 -1.48 -1.55 -4.59 -2.1   1.89 -2.36 -1.88 -3.01
 -5.47 -4.52  1.1  -0.58 20.68 -6.98 -3.24 -4.74]","[ 1.07  0.28  0.52 -0.19 -0.53 -2.53 -0.59 -1.31 -2.1  -0.42  0.54  0.22
 -1.64  0.61 -1.3  -0.8   7.8   1.02  0.32 -0.13]","[ 1.46  2.82  1.4   8.99 10.3   8.03  2.17  9.19  8.3   8.12  8.91  7.04
  9.25  8.14  8.09  8.71  5.94  7.43  6.61  8.89]","[5.84 2.15 2.35 5.87 5.01 3.7  3.14 5.68 4.01 7.28 6.48 1.62 4.54 7.45
 5.8  6.51 9.07 9.74 2.06 2.75]","[2.75 2.24 1.77 4.93 5.56 4.09 2.45 5.35 3.99 4.93 7.27 3.18 6.46 8.5
 3.78 4.57 5.82 7.97 3.   4.97]",-10.853,-19.496,-19.496,-10.853,-12.18,2,-11.732292776279696,-10.09,-5.7,-7.0,0.52,2.35,1.4,1.77,-2.978723404255319,-4.071428571428572,13.796,3.8529999999999998,"[-18.96 -21.19 -20.83 -20.39 -19.08 -20.36 -22.11 -19.69 -14.65 -24.15
 -19.31 -22.92 -21.55 -18.54 -14.25 -22.43  14.16 -23.97 -21.8  -23.69]",-24.15,9,-23.823645212839025,-2.36,-4.08,-0.42,2,-5.7,-7.0,0.52,-12.373958734609413,-12.294107377426863,26.6168517335019,5.8224363167035404,3.2466449811216047,19.265919722494797,2.5286519635774423
5,3218,354.79999,10.1038/s41467-021-27210-x,bcl2_core3_warhead.sdf,vhl_core2_warhead.sdf,bcl2,vhl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.63,439.89,1670.7,267.14,33,114,8,22,3.47,272.89,1060.39,147.23,18,71,6,13,2.42,127.41,472.21,111.63,7,33,3,8,2.74,39.59,138.1,8.28,8,10,-1,1,"[-11.85 -13.67 -10.18  -8.34  -4.92  -7.71 -11.57   2.61 115.21 -10.78
  42.69  -8.67 -10.96  -8.68  -5.9   -6.27  17.27  16.77  -5.44  -6.82]","[-7.13 -5.76 -4.41 -4.24 -3.39 -2.98 -4.75 -3.79 -1.41 -5.23 -3.65 -3.35
 -6.31 -3.28 -5.62 -4.24 -3.2  -4.2  -1.28 -4.17]","[ -2.9   -6.74  -4.83  -2.87   1.1   -1.89  -6.2    6.38 110.98  -4.13
  41.26  -5.49  -1.95  -2.59  -0.99  -1.11  15.18  14.64  -3.85  -1.35]","[-1.82 -1.17 -0.94 -1.23 -2.63 -2.84 -0.62  0.02  5.65 -1.42  5.08  0.17
 -2.69 -2.81  0.71 -0.92  5.28  6.33 -0.32 -1.3 ]","[ 7.11  8.35  2.08  9.28 10.17  7.26  1.95  4.65  7.43 10.05  7.09  5.73
  6.93  9.62  7.49  8.98  3.94  5.54  6.31  6.99]","[ 3.69  7.15  1.68  2.61  1.72  3.75  4.32  2.74  2.52  2.53  8.46  5.17
  3.58  7.36  2.91 11.24  5.    4.9   4.91  6.94]","[5.8  7.21 1.71 5.87 5.64 3.05 2.73 4.22 3.1  5.26 4.88 5.12 3.76 4.97
 3.75 6.33 3.36 4.22 3.36 3.94]",-10.853,-19.496,-19.496,-10.853,-13.67,1,-13.471972748064998,-11.85,-6.74,-5.76,-1.17,7.15,8.35,7.21,-0.8055944055944055,-0.807185628742515,12.755999999999998,5.093,"[-20.72 -24.14 -18.83 -23.26 -17.4  -19.98 -23.26  -8.29 105.38 -28.07
  26.89 -21.72 -21.69 -19.24 -15.44 -22.75   2.66   2.46 -19.62 -20.39]",-28.07,9,-28.060083932096305,-4.13,-5.23,-1.42,2,-4.83,-4.41,-0.94,-12.317703787598008,-12.466771823159286,27.448628350173834,6.654212933375475,3.7854498928822116,19.86797971382276,2.8898879583742194
8,3221,48.0,10.1038/s41467-021-27210-x,bcl2_core3_warhead.sdf,vhl_core2_warhead.sdf,bcl2,vhl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.85,430.66,1642.67,267.14,31,112,8,22,3.47,272.89,1060.39,147.23,18,71,6,13,2.42,127.41,472.21,111.63,7,33,3,8,1.96,30.36,110.07,8.28,6,8,-1,1,"[ -8.99 -10.3  -10.76  -2.95  -3.04  -5.04 -12.5   13.98  -7.03  -8.22
 -10.36  -7.89  -6.26  -9.45  22.4  -10.09  27.49   9.93 -10.77  -7.79]","[-5.36 -6.24 -6.31 -2.99 -4.6  -3.36 -5.58 -4.11 -5.33 -6.24 -5.87 -4.54
 -2.79 -5.54 -2.15 -6.14 -2.29 -2.57 -5.29 -3.26]","[-4.11 -3.97 -4.85  0.7   4.16  0.47 -6.81 18.09 -1.03 -0.34 -4.98 -3.58
 -1.66 -3.34 21.92 -3.56 21.26  9.09 -5.82 -3.5 ]","[ 0.47 -0.09  0.39 -0.66 -2.6  -2.16 -0.1  -0.   -0.67 -1.64  0.49  0.23
 -1.81 -0.58  2.63 -0.39  8.52  3.41  0.35 -1.04]","[5.52 6.66 5.14 8.53 8.63 8.39 3.48 1.62 8.79 9.5  7.77 5.75 9.58 8.07
 3.87 9.45 6.38 6.6  7.76 5.95]","[ 6.44  6.35  6.46  5.71  3.6   3.67  8.18 12.65  3.97  3.98  4.75  8.15
  6.17  2.59  7.48  3.37  8.96  7.59  4.29 10.32]","[3.62 4.86 3.99 4.52 4.9  4.5  4.28 6.75 4.91 4.74 3.76 5.61 6.99 3.34
 5.02 4.59 5.05 5.84 7.48 6.47]",-10.853,-19.496,-19.496,-10.853,-12.5,6,-12.17340610462057,-8.99,-6.81,-5.58,-0.1,8.18,3.48,4.28,-0.6821515892420538,-1.956896551724138,12.686,5.273,"[-17.86 -20.77 -19.41 -17.87 -15.52 -17.31 -24.19   3.08 -16.86 -25.51
 -26.16 -20.94 -16.99 -20.01  12.86 -26.57  12.88  -4.38 -24.95 -21.36]",-26.57,15,-26.261304416624164,-3.56,-6.14,-0.39,13,-3.34,-5.54,-0.58,-11.987041233638307,-12.015093273625725,25.78507511682996,4.990659700031606,2.707840069360998,18.663859731166834,2.1674159687806642
24,657,,10.1016/j.ejmech.2020.112186,bclxl_core4_warhead.sdf,crbn_core_warhead.sdf,bclxl,crbn,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.85,359.82,1405.5,248.04,30,96,6,21,7.3,237.68,918.28,129.12,16,61,4,10,0.09,63.11,258.06,83.55,1,19,1,6,-1.54,59.02,229.15,35.37,13,16,1,5,"[-13.13 -15.01 -18.11 -10.37  -8.42 -12.44 -12.97 -11.8  -13.35 -16.53
 -14.7   -7.71 -14.84 -17.32 -18.41 -14.06 -14.6  -14.36 -14.2  -12.32]","[-6.08 -6.94 -6.91 -2.39 -6.5  -6.39 -2.72 -7.35 -6.69 -6.75 -3.55 -3.07
 -6.75 -7.55 -7.21 -6.53 -5.13 -5.72 -7.09 -6.68]","[-5.18 -4.92 -6.9  -3.21  0.34 -4.81 -2.84 -1.42 -5.58 -6.15 -7.19 -3.18
 -5.82 -7.43 -7.71 -5.01 -6.25 -6.12 -4.36 -2.84]","[-1.86 -3.15 -4.3  -4.77 -2.26 -1.24 -7.41 -3.04 -1.08 -3.63 -3.96 -1.45
 -2.27 -2.34 -3.49 -2.52 -3.22 -2.53 -2.76 -2.8 ]","[1.5  2.26 1.81 3.3  1.4  2.32 3.53 0.92 2.47 1.95 4.   6.54 2.52 4.49
 3.76 2.27 3.59 2.92 3.39 8.6 ]","[ 1.63  1.07  1.52  9.09  1.16  1.18  8.85  1.35  1.86  1.3  15.75  6.2
  1.7   1.21  1.55  1.87  1.8   0.81  1.61  0.92]","[1.22 1.28 0.93 4.41 1.52 1.6  4.98 1.16 1.55 1.12 6.61 5.17 1.59 2.
 1.35 1.25 1.21 0.98 1.68 6.17]",-9.22,-12.017,-12.017,-9.22,-18.41,14,-18.140970412034193,-13.13,-7.71,-7.21,-3.49,1.55,3.76,1.35,-4.651612903225806,-2.050531914893617,4.3069999999999995,2.0100000000000007,"[-22.   -25.48 -26.76 -25.29 -20.9  -24.71 -24.66 -22.7  -23.18 -33.82
 -30.5  -20.76 -25.57 -27.88 -27.95 -30.54 -29.21 -28.67 -28.38 -25.89]",-33.82,9,-33.78885994357435,-6.15,-6.75,-3.63,2,-6.9,-6.91,-4.3,-14.77287181086518,-14.994315337946437,24.95329850015803,10.813096016735146,-2.1275886259264984,18.06179973983887,4.6960679323581065
29,662,,10.1016/j.ejmech.2020.112186,bclxl_core4_warhead.sdf,crbn_core_warhead.sdf,bclxl,crbn,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.89,375.56,1457.54,266.28,34,100,6,22,7.3,237.68,918.28,129.12,16,61,4,10,0.09,63.11,258.06,83.55,1,19,1,6,0.5,74.77,281.2,53.61,17,20,1,6,"[-15.8  -15.16 -19.52 -17.73 -12.62 -16.71 -16.38 -16.85 -15.94 -17.19
 -17.63 -11.27 -10.85 -16.67 -16.78 -12.39  -5.35 -13.97 -18.47 -16.28]","[-6.35 -7.   -7.1  -6.76 -4.41 -6.54 -5.92 -7.21 -7.05 -6.93 -6.67 -4.9
 -6.06 -7.32 -7.19 -7.51 -4.35 -6.09 -7.87 -6.82]","[-5.39 -5.17 -7.22 -6.44 -5.34 -6.03 -5.71 -6.48 -6.4  -5.64 -5.46 -3.7
 -3.29 -5.61 -4.78 -4.26 -1.85 -2.33 -8.61 -6.6 ]","[-4.06 -2.99 -5.2  -4.53 -2.87 -4.14 -4.75 -3.16 -2.49 -4.61 -5.5  -2.67
 -1.5  -3.74 -4.81 -0.62  0.85 -5.55 -1.99 -2.86]","[2.42 2.05 2.09 3.48 2.82 2.12 2.76 2.58 2.64 1.81 2.56 2.54 2.27 3.07
 3.37 0.9  1.94 1.04 2.06 2.02]","[1.63 0.95 0.81 1.43 2.4  1.03 1.62 1.27 1.22 1.91 1.29 2.22 0.46 1.52
 1.37 1.29 0.41 2.17 1.54 1.31]","[1.36 1.02 0.75 1.3  1.74 1.25 1.35 1.2  0.89 1.29 0.91 1.26 1.14 1.35
 1.91 1.   1.06 1.34 1.16 0.88]",-9.22,-12.017,-12.017,-9.22,-19.52,2,-19.09995104792678,-15.8,-7.22,-7.1,-5.2,0.81,2.09,0.75,-8.765432098765432,-3.4545454545454546,4.797,2.120000000000001,"[-24.67 -25.63 -28.17 -32.65 -25.1  -28.98 -28.07 -27.75 -25.77 -34.48
 -33.43 -24.32 -21.58 -27.23 -26.32 -28.87 -19.96 -28.28 -32.65 -29.85]",-34.480000000000004,9,-34.196685228517104,-5.64,-6.93,-4.61,2,-7.22,-7.1,-5.2,-16.317317191035716,-16.409757254312627,28.280404966845765,14.140202483422883,0.6907755278982137,20.47003970515072,6.141011911545216
31,664,,10.1016/j.ejmech.2020.112186,bclxl_core4_warhead.sdf,crbn_core_warhead.sdf,bclxl,crbn,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,316.59,1232.39,217.11,22,84,6,17,7.3,237.68,918.28,129.12,16,61,4,10,0.09,63.11,258.06,83.55,1,19,1,6,-0.89,15.8,56.05,4.44,5,4,1,1,"[-14.09 -14.57  -7.9  -13.12 -12.93 -12.57  -9.65 -13.09 -14.94 -14.97
 -14.05  -9.31 -14.16 -13.76 -14.52 -13.93 -11.3  -12.8  -14.03 -12.83]","[-6.17 -5.69 -7.14 -6.82 -6.69 -5.41 -6.59 -6.65 -7.27 -6.74 -6.84 -2.41
 -7.4  -7.18 -7.29 -7.43 -5.56 -7.08 -7.45 -6.78]","[-7.06 -8.8  -1.54 -5.4  -5.32 -6.27 -4.32 -5.57 -6.86 -7.44 -6.49 -6.7
 -5.88 -5.66 -6.38 -5.48 -5.19 -5.81 -6.14 -5.  ]","[-0.86 -0.08  0.78 -0.9  -0.92 -0.9   1.26 -0.87 -0.81 -0.79 -0.72 -0.2
 -0.88 -0.92 -0.85 -1.02 -0.56  0.1  -0.44 -1.05]","[3.44 6.85 2.77 4.06 3.04 3.8  5.16 4.31 2.62 4.12 6.09 3.75 4.71 4.97
 4.62 3.   2.76 1.32 3.92 5.19]","[1.78 2.62 1.9  1.34 1.28 1.9  1.98 0.92 1.55 1.51 1.47 8.68 1.28 1.41
 1.28 1.01 1.27 1.82 1.04 1.44]","[1.43 4.7  1.73 2.16 1.49 2.11 2.97 2.34 1.36 1.87 2.49 4.53 2.19 2.51
 2.59 1.1  1.12 1.21 2.17 2.46]",-9.22,-12.017,-12.017,-9.22,-14.97,9,-14.509932667979248,-14.09,-7.44,-6.74,-0.79,1.51,4.12,1.87,-4.4635761589403975,-1.8058252427184467,4.576999999999999,2.4800000000000004,"[-22.96 -25.04 -16.55 -28.04 -25.41 -24.84 -21.34 -23.99 -24.77 -32.26
 -29.85 -22.36 -24.89 -24.32 -24.06 -30.41 -25.91 -27.11 -28.21 -26.4 ]",-32.26,9,-32.13026063582251,-7.44,-6.74,-0.79,15,-5.48,-7.43,-1.02,-13.940464306550846,-14.02589367288938,18.299085566782555,4.1588830833596715,-1.2295804396588204,13.245319809215173,1.806179973983887
